result_id	ground_truth_pathway	category
PMC10202813-7	Epidermis Development	1
PMC10202813-7	Cornification	1
PMC10202813-7	Histone Modification	2
PMC10202813-7	Mrna Catabolic Process	2
PMC10202813-7	Golgi Vesicle Transport	3
PMC10202813-7	Proteasomal Protein Catabolic Process	3
PMC10202813-7	Protein Polyubiquitination	3
PMC10202813-6	Pigment Biosynthetic Process	1
PMC10202813-6	Melanin Biosynthetic Process	1
PMC10202813-6	Melanin Metabolic Process	1
PMC10202813-6	Secondary Metabolic Process	1
PMC10202813-6	Pigment Metabolic Process	1
PMC10202813-6	Regulation Of Ion Transmembrane Transport	2
PMC10202813-6	Regulation Of Membrane Potential	2
PMC10202813-6	Synapse Assembly	2
PMC10202813-6	Glutamate Receptor Signaling Pathway	2
PMC10202813-6	Muscle Contraction	3
PMC10202813-5	Regulation Of Membrane Potential	1
PMC10202813-5	Chloride Transmembrane Transport	1
PMC10202813-5	Gamma-Aminobutyric Acid Signaling Pathway	1
PMC10202813-5	Regulation Of Postsynaptic Membrane Potential	1
PMC10202813-5	Inorganic Anion Transport	1
PMC10202813-5	Organic Acid Catabolic Process	2
PMC10202813-5	Fatty Acid Metabolic Process	2
PMC10202813-5	Positive Regulation Of Nf-Kappab Transcription Factor Activity	3
PMC10202813-5	Response To Type I Interferon	3
PMC10202813-5	Interferon-Gamma-Mediated Signaling Pathway	3
PMC10202813-4	Response To Hydrogen Peroxide	1
PMC10202813-4	Response To Reactive Oxygen Species	1
PMC10202813-4	Response To Antibiotic	1
PMC10202813-4	Cell-Substrate Adhesion	2
PMC10202813-4	Rho Protein Signal Transduction	2
PMC10202813-4	Modulation Of Chemical Synaptic Transmission	3
PMC10202813-4	Regulation Of Trans-Synaptic Signaling	3
PMC10202813-4	Regulation Of Membrane Potential	3
PMC10202813-4	Glutamate Receptor Signaling Pathway	3
PMC10202813-4	Regulation Of Ion Transmembrane Transport	1
PMC10202813-3	Response To Interferon-Gamma	1
PMC10202813-3	Cellular Response To Interferon-Gamma	1
PMC10202813-3	Interferon-Gamma-Mediated Signaling Pathway	1
PMC10202813-3	Response To Type I Interferon	1
PMC10202813-3	Type I Interferon Signaling Pathway	1
PMC10202813-3	Nuclear Division	2
PMC10202813-3	Muscle Contraction	3
PMC10202813-3	Extracellular Matrix Organization	3
PMC10202813-3	Cell Fate Commitment	4
PMC10202813-3	Extracellular Structure Organization	3
PMC10202813-2	Positive Regulation Of Cell Aging	1
PMC10202813-2	Negative Regulation Of Adaptive Immune Response	2
PMC10202813-2	Dna Geometric Change	1
PMC10202813-2	Regulation Of Cellular Senescence	1
PMC10202813-2	T Cell Activation	2
PMC10202813-2	Er Overload Response	3
PMC10202813-2	Replicative Senescence	1
PMC10202813-2	Neutrophil Activation Involved In Immune Response	2
PMC10202813-2	Regulation Of Cell Aging	1
PMC10202813-2	Regulation Of Antigen Receptor-Mediated Signaling Pathway	2
PMC10202813-2	Positive Regulation Of Cell Killing	2
PMC10202813-2	Negative Regulation Of Kinase Activity	4
PMC10202813-2	Regulation Of T Cell Mediated Immunity	2
PMC10202813-2	T Cell Differentiation In Thymus	2
PMC10202813-2	Negative Regulation Of T Cell Mediated Immunity	2
PMC10202813-2	Regulation Of Adaptive Immune Response	2
PMC10202813-2	Positive Regulation Of Cellular Senescence	1
PMC10202813-2	Cellular Senescence	1
PMC10202813-2	Nucleotide-Excision Repair, Dna Damage Recognition	1
PMC10202813-2	Negative Regulation Of Cytokine Production	2
PMC10202813-1	Antigen Processing And Presentation	1
PMC10202813-1	Interferon Gamma Signaling	1
PMC10202813-1	Cell Adhesion Molecules	2
PMC10202813-1	Rna Polymerase Ii	3
PMC10202813-1	Butyrophilin Family Interactions	1
PMC10202813-1	Complement Pathway	1
PMC10202813-1	Th1 And Th2 Differentiation	1
PMC10202813-1	Il6 Jak-Stat3 Signaling	1
PMC10156590-4	Signaling By Rho Gtpases	1
PMC10156590-4	Signaling By Rho Gtpases, Miro Gtpases And Rhobtb3	1
PMC10156590-4	Rho Gtpase Cycle	1
PMC10156590-4	Oxidative Stress Induced Senescence	2
PMC10156590-4	Rho Gtpase Effectors	1
PMC10156590-4	Cdc42 Gtpase Cycle	1
PMC10156590-4	Cellular Senescence	2
PMC10156590-4	Rho Gtpases Activate Formins	1
PMC10156590-4	Rac1 Gtpase Cycle	1
PMC10156590-4	Membrane Trafficking	1
PMC10156590-3	M Phase	1
PMC10156590-3	Signaling By Nuclear Receptors	2
PMC10156590-3	Signaling By Wnt	3
PMC10156590-3	Rho Gtpase Effectors	3
PMC10156590-3	Transcriptional Regulation By Runx1	3
PMC10156590-3	Signaling By Notch	3
PMC10156590-3	Chromatin Organization	1
PMC10156590-3	Chromatin Modifying Enzymes	1
PMC10156590-3	Esr-Mediated Signaling	2
PMC10156590-3	Tcf Dependent Signaling In Response To Wnt	3
PMC10156590-3	Cellular Senescence	1
PMC10156590-3	Factors Involved In Megakaryocyte Development And Platelet Production	4
PMC10156590-3	Dna Replication	1
PMC10156590-3	Estrogen-Dependent Gene Expression	2
PMC10156590-3	Epigenetic Regulation Of Gene Expression	2
PMC10156590-3	Mitotic Prophase	1
PMC10156590-3	Cellular Response To Heat Stress	2
PMC10156590-3	Dna Replication Pre-Initiation	1
PMC10156590-3	Reproduction	1
PMC10156590-3	Gene Silencing By Rna	2
PMC10156590-3	Activation Of Anterior Hox Genes In Hindbrain Development During Early Embryogenesis	4
PMC10156590-3	Activation Of Hox Genes During Differentiation	4
PMC10156590-3	Pre-Notch Expression And Processing	3
PMC10156590-3	Oxidative Stress Induced Senescence	1
PMC10156590-3	Assembly Of The Pre-Replicative Complex	1
PMC10156590-3	Regulation Of Hsf1-Mediated Heat Shock Response	2
PMC10156590-3	Mapk6/Mapk4 Signaling	3
PMC10156590-3	Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs	4
PMC10156590-3	Xbp1(S) Activates Chaperone Genes	5
PMC10156590-3	Regulation Of Mrna Stability By Proteins That Bind Au-Rich Elements	2
PMC10156590-3	Meiosis	1
PMC10156590-3	Cytoprotection By Hmox1	5
PMC10156590-3	Senescence-Associated Secretory Phenotype (Sasp)	1
PMC10156590-3	Diseases Of Programmed Cell Death	1
PMC10156590-3	Negative Epigenetic Regulation Of Rrna Expression	2
PMC10156590-3	Amyloid Fiber Formation	5
PMC10156590-3	Pre-Notch Transcription And Translation	2
PMC10156590-3	Transcriptional Activation Of Mitochondrial Biogenesis	2
PMC10156590-3	Rna Polymerase I Transcription	2
PMC10156590-3	Regulation Of Cholesterol Biosynthesis By Srebp (Srebf)	5
PMC10156590-3	Rna Polymerase I Promoter Clearance	2
PMC10156590-3	Transcriptional Regulation By Small Rnas	2
PMC10156590-3	Positive Epigenetic Regulation Of Rrna Expression	2
PMC10156590-3	Norc Negatively Regulates Rrna Expression	2
PMC10156590-3	Rho Gtpases Activate Pkns	3
PMC10156590-3	Runx1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function	4
PMC10156590-3	Hsp90 Chaperone Cycle For Steroid Hormone Receptors (Shr) In The Presence Of Ligand	2
PMC10156590-2	Transport To The Golgi And Subsequent Modification	4
PMC10156590-2	Mitotic Anaphase	1
PMC10156590-2	Mitotic Metaphase And Anaphase	1
PMC10156590-2	Rho Gtpase Effectors	3
PMC10156590-2	Intra-Golgi And Retrograde Golgi-To-Er Traffic	4
PMC10156590-2	Mapk Family Signaling Cascades	3
PMC10156590-2	Translation	4
PMC10156590-2	Cell Cycle Checkpoints	1
PMC10156590-2	G2/M Transition	1
PMC10156590-2	Mitotic G2-G2/M Phases	1
PMC10156590-2	Signaling By Robo Receptors	3
PMC10156590-2	Mapk1/Mapk3 Signaling	3
PMC10156590-2	Organelle Biogenesis And Maintenance	4
PMC10156590-2	Hcmv Early Events	2
PMC10156590-2	Raf/Map Kinase Cascade	3
PMC10156590-1	Mitotic Prometaphase	1
PMC10156590-1	Interferon Signaling	2
PMC10156590-1	Signaling By Rho Gtpases, Miro Gptases And Rhobtb3	3
PMC10156590-1	M Phase	1
PMC10156590-1	Interferon Gamma Signaling	2
PMC10156590-1	Signaling By Rho Gptases	3
PMC10156590-1	Rho Gtpase Cycle	3
PMC10156590-1	Chromatin Organization	1
PMC10156590-1	Organelle Biogenesis And Maintence	4
PMC10156590-1	Cell Cycle	1
PMC11378909-1	Cytoskeleton Organization	1
PMC11378909-1	Cell Projection Organization	2
PMC11378909-1	Plasma Membrane Bounded Cell Projection Organization	2
PMC11378909-1	Cell Morphogenesis	3
PMC11378909-1	Embryo Development	3
PMC11378909-1	Positive Regulation Of Transcription, Dna-Templated	4
PMC11378909-1	Positive Regulation Of Transcription By Rna Polymerase Ii	4
PMC11378909-1	Positive Regulation Of Rna Metabolic Process	4
PMC11378909-1	Positive Regulation Of Rna Biosynthetic Process	4
PMC11378909-1	Positive Regulation Of Nucleic Acid-Templated Transcription	4
PMC11378909-2	Cell Cycle	1
PMC11378909-2	Dna Metabolic Process	1
PMC11378909-2	Cell Cycle Process	1
PMC11378909-2	Dna Repair	1
PMC11378909-2	Cellular Response To Dna Damage Stimulus	1
PMC11378909-2	Organelle Assembly	2
PMC11378909-2	Chromosome Organization	1
PMC11378909-2	Double-Strand Break Repair	1
PMC11378909-2	Regulation Of Cell Cycle Process	1
PMC11378909-2	Mitotic Cell Cycle Process	1
PMC11529425	Focal Adhesion	1
PMC11529425	Metabolic Pathways	2
PMC11529425	Cell Adhesion Molecules (Cams)	1
PMC11529425	Salmonella Infection	1
PMC11529425	Ecm-Receptor Interaction	1
PMC11529425	Pi3K-Akt Signaling Pathway	1
PMC11529425	Arachidonic Acid Metabolism	2
PMC11529425	Transcriptional Misregulation In Cancer	3
PMC11529425	Malaria	1
PMC11529425	Platelet Activation	4
PMC11529425	Linoleic Acid Metabolism	2
PMC11529425	Steroid Hormone Biosynthesis	2
PMC11529425	Amoebiasis	1
PMC11529425	Hematopoietic Cell Lineage	4
PMC11529425	Fluid Shear Stress And Atherosclerosis	5
PMC11529425	Pathways In Cancer	1
PMC11529425	Cytokine-Cytokine Receptor Interaction	4
PMC11529425	Epithelial Cell Signaling In Helicobacter Pylori Infection	4
PMC11529425	B Cell Receptor Signaling Pathway	4
PMC11529425	Cholesterol Metabolism	2
PMC11529425	Arginine And Proline Metabolism	2
PMC11529425	Ras Signaling Pathway	1
PMC11529425	Vascular Smooth Muscle Contraction	5
PMC11529425	Il-17 Signaling Pathway	4
PMC11529425	Tgf-Beta Signaling Pathway	1
PMC11529425	Age-Rage Signaling Pathway In Diabetic Complications	2
PMC11529425	Mitophagy - Animal	6
PMC11529425	Apoptosis - Multiple Species	6
PMC11529425	Tight Junction	1
PMC11529425	African Trypanosomiasis	4
PMC11528003-1	Calcium Signaling Pathway	1
PMC11528003-1	Phospholipase D Signaling Pathway	2
PMC11528003-1	Serotonergic Synapse	1
PMC11528003-1	Amoebiasis	2
PMC11528003-1	Wnt Signaling Pathway	2
PMC11528003-1	Vascular Smooth Muscle Contraction	2
PMC11528003-1	Glycerolipid Metabolism	3
PMC11528003-1	Ras Signaling Pathway	2
PMC11528003-1	Regulation Of Actin Cytoskeleton	2
PMC11528003-1	Gap Junction	2
PMC11528003-1	Axon Guidance	2
PMC11528003-1	Tight Junction	2
PMC11528003-1	Platelet Activation	3
PMC11528003-1	Gnrh Secretion	4
PMC11528003-1	Oxytocin Signaling Pathway	4
PMC11528003-1	Lysine Degradation	5
PMC11528003-1	Circadian Entrainment	4
PMC11528003-1	Circadian Rhythm	4
PMC11528003-1	Adherens Junction	1
PMC11528003-1	Long-Term Depression	1
PMC11528003-1	Glutamatergic Synapse	1
PMC11528003-1	Rap1 Signaling Pathway	2
PMC11528003-2	Stem Cell Pluripotency Related	1
PMC11528003-2	Notch Signaling Pathway	1
PMC11528003-2	Thiamine Metabolism	2
PMC11528003-2	Pantothenate And Coa Biosynthesis	2
PMC11528003-2	Inflammatory Regulation Of Trp Channels	5
PMC11528003-2	Cortisol Synthesis And Secretion	2
PMC11528003-2	Focal Adhesion	3
PMC11528003-2	Fc Gamma R-Mediated Phagocytosis	4
PMC11528003-2	Adipocytokine Signaling Pathway	2
PMC11528003-2	Hepatocellular Carcinoma	1
PMC11528003-2	Wnt Signaling Pathway	1
PMC11528003-2	Morphine Addiction	5
PMC11528003-2	Cushing Syndrome	2
PMC11528003-2	Oxytocin Signaling Pathway	1
PMC11528003-2	Ampk Signaling Pathway	2
PMC11528003-2	Mapk Signaling Pathway	1
PMC11528003-2	Tight Junction	1
PMC11528003-2	Ventricular Cardiomyopathy Related	1
PMC11528003-2	Rap1 Signaling Pathway	1
PMC11528003-2	Aldosterone Synthesis And Secretion	2
PMC11528003-2	Hypertrophic Cardiomyopathy	1
PMC11528003-2	Circadian Entrainment	2
PMC11528003-2	Ecm-Receptor Interaction	4
PMC11528003-2	Longevity Regulating Pathway	2
PMC11528003-2	Glutamatergic Synapse	5
PMC11528003-2	Adherens Junction	1
PMC11528003-2	Dilated Cardiomyopathy	1
PMC11528003-3	Circadian Rhythm	1
PMC11528003-3	Notch Signaling Pathway	2
PMC11528003-3	Parathyroid Hormone Production And Action	1
PMC11528003-3	Aldosterone Synthesis And Secretion	1
PMC11528003-3	Thyroid Hormone Signaling Pathway	1
PMC11528003-3	Hippo Signaling Pathway	2
PMC11528003-3	Adrenergic Signaling In Cardiomyocytes	3
PMC11528003-3	Pi3K-Akt Signaling Pathway	2
PMC11528003-3	Insulin Secretion	1
PMC11528003-3	Oxytocin Signaling Pathway	1
PMC11528003-3	Gnrh Secretion	1
PMC11528003-3	Alanine, Aspartate & Glutamate Metabolism	1
PMC11528003-3	Hypertrophic Cardiomyopathy	2
PMC11528003-3	Dilated Cardiomyopathy	2
PMC11528003-3	Regulating Of Ca²⁺ Reabsorption	2
PMC11528003-3	Fatty Acid Elongation	1
PMC11528003-3	Mapk Signaling Pathway	2
PMC11528003-3	Circadian Entrainment	1
PMC11528003-3	Ventricular Cardiomyopathy Related	2
PMC11528003-3	Rap1 Signaling Pathway	2
PMC11500312-1	Cell Cycle	1
PMC11500312-1	Progesterone-Mediated Oocyte Maturation	2
PMC11500312-1	Oocyte Meiosis	1
PMC11500312-2	Focal Adhesion	1
PMC11500312-2	Calcium Signaling Pathway	2
PMC11500312-2	Hypertrophic Cardiomyopathy	1
PMC11500312-2	Axon Guidance	2
PMC11500312-2	Arrhythmogenic Right Ventricular Cardiomyopathy	2
PMC11500312-3	Fatty Acid Degradation	1
PMC11500312-3	Glycolysis / Gluconeogenesis	1
PMC11500312-3	Glioma	2
PMC11500312-3	Tryptophan Metabolism	1
PMC11500312-3	Pyruvate Metabolism	1
PMC11500312-3	Glycerolipid Metabolism	1
PMC11500312-3	Pantothenate And Coa Biosynthesis	1
PMC11500312-3	Histidine Metabolism	1
PMC11500312-3	Alcoholic Liver Disease	1
PMC11500312-3	Melanoma	2
PMC11500312-3	P53 Signaling Pathway	3
PMC11500312-4	Mineral Absorption	1
PMC11500312-4	Glutathione Metabolism	1
PMC11500312-4	Taurine And Hypotaurine Metabolism	1
PMC11500312-5	Adrenergic Signaling In Cardiomyocytes	1
PMC11500312-5	Gap Junction	2
PMC11500312-5	Protein Digestion And Absorption	3
PMC11500312-5	Serotonergic Synapse	1
PMC11500312-5	Thyroid Hormone Synthesis	3
PMC11500312-6	Adrenergic Signaling In Cardiomyocytes	1
PMC11500312-6	Cgmp-Pkg Signaling Pathway	1
PMC11500312-6	Arrhythmogenic Right Ventricular Cardiomyopathy	1
PMC11500312-6	Dilated Cardiomyopathy	1
PMC11500312-6	Hypertrophic Cardiomyopathy	1
PMC11500312-6	Focal Adhesion	2
PMC11500312-6	Aldosterone Synthesis And Secretion	1
PMC11500312-6	Regulation Of Actin Cytoskeleton	2
PMC11500312-6	Oxytocin Signaling Pathway	1
PMC11500312-6	Dopaminergic Synapse	1
PMC11500312-6	Vascular Smooth Muscle Contraction	2
PMC11500312-6	Adherens Junction	2
PMC11500312-6	Apelin Signaling Pathway	2
PMC11500312-6	Hedgehog Signaling Pathway	2
PMC11500312-6	Wnt Signaling Pathway	2
PMC11500312-6	Camp Signaling Pathway	2
PMC11500312-6	Proteoglycans In Cancer	3
PMC11500312-6	Cardiac Muscle Contraction	2
PMC11500312-6	Hippo Signaling Pathway - Multiple Species	2
PMC11500312-6	Long-Term Potentiation	2
PMC11500312-6	Calcium Signaling Pathway	1
PMC11500312-6	Salivary Secretion	1
PMC11500312-6	Propanoate Metabolism	3
PMC11500312-6	Circadian Entrainment	3
PMC11500312-6	Endocrine And Other Factor-Regulated Calcium Reabsorption	1
PMC11500312-6	Gastric Acid Secretion	1
PMC11500312-6	Melanogenesis	2
PMC11500312-6	Rap1 Signaling Pathway	1
PMC11500312-6	Axon Guidance	2
PMC11500312-6	Pancreatic Secretion	1
PMC11500312-6	Mapk Signaling Pathway	1
PMC11500312-6	Hippo Signaling Pathway	1
PMC11500312-7	Amphetamine Addiction	1
PMC11500312-7	Maturity Onset Diabetes Of The Young	2
PMC11500312-7	Glutamatergic Synapse	1
PMC11500312-7	Calcium Signaling Pathway	1
PMC11500312-8	Arrhythmogenic Right Ventricular Cardiomyopathy	1
PMC11500312-8	Dilated Cardiomyopathy	1
PMC11500312-8	Axon Guidance	1
PMC11500312-8	Hypertrophic Cardiomyopathy	1
PMC11500312-8	Ecm-Receptor Interaction	1
PMC11500312-8	Ppar Signaling Pathway	2
PMC11500312-8	Insulin Resistance	2
PMC11500312-8	Insulin Signaling Pathway	2
PMC11500312-8	Adipocytokine Signaling Pathway	2
PMC11500312-8	Camp Signaling Pathway	1
PMC11500312-8	Mucin Type O-Glycan Biosynthesis	2
PMC11500312-9	Focal Adhesion	1
PMC11500312-9	Proteoglycans In Cancer	1
PMC11500312-9	Oxytocin Signaling Pathway	2
PMC11500312-9	Calcium Signaling Pathway	2
PMC11500312-9	Cgmp-Pkg Signaling Pathway	2
PMC11500312-9	Regulation Of Actin Cytoskeleton	1
PMC11500312-9	Mapk Signaling Pathway	1
PMC11500312-9	Ras Signaling Pathway	1
PMC11500312-9	Circadian Entrainment	2
PMC11500312-9	Adrenergic Signaling In Cardiomyocytes	2
PMC11500312-9	Pi3K-Akt Signaling Pathway	1
PMC11500312-9	Arrhythmogenic Right Ventricular Cardiomyopathy	1
PMC11500312-9	Apelin Signaling Pathway	1
PMC11500312-9	Rap1 Signaling Pathway	1
PMC11500312-9	Egfr Tyrosine Kinase Inhibitor Resistance	1
PMC11500312-9	Vascular Smooth Muscle Contraction	1
PMC11500312-9	Melanogenesis	1
PMC11500312-9	Dopaminergic Synapse	2
PMC11500312-9	Axon Guidance	1
PMC11500312-9	Glutamatergic Synapse	2
PMC11500312-9	Hypertrophic Cardiomyopathy	1
PMC11500312-9	Age-Rage Signaling Pathway In Diabetic Complications	3
PMC11500312-9	Phospholipase D Signaling Pathway	1
PMC11500312-9	Cholinergic Synapse	2
PMC11500312-9	Dilated Cardiomyopathy	1
PMC11500312-9	Serotonergic Synapse	2
PMC11500312-9	Morphine Addiction	2
PMC11500312-9	Gastric Acid Secretion	2
PMC11500312-9	Platelet Activation	3
PMC11500312-9	Renin Secretion	2
PMC11500312-9	Hippo Signaling Pathway - Multiple Species	1
PMC11500312-9	Gap Junction	1
PMC11500312-9	Aldosterone Synthesis And Secretion	2
PMC11500312-9	Gastric Cancer	2
PMC11500312-9	Gabaergic Synapse	2
PMC11500312-9	Wnt Signaling Pathway	1
PMC11500312-9	Adherens Junction	1
PMC11500312-9	Hippo Signaling Pathway	1
PMC11500312-9	Bacterial Invasion Of Epithelial Cells	1
PMC11500312-9	Phosphatidylinositol Signaling System	1
PMC11500312-9	Relaxin Signaling Pathway	1
PMC11500312-9	Signaling Pathways Regulating Pluripotency Of Stem Cells	1
PMC11500312-9	Jak-Stat Signaling Pathway	3
PMC11500312-9	Cushing Syndrome	2
PMC11500312-9	Camp Signaling Pathway	2
PMC11500312-9	Human Cytomegalovirus Infection	3
PMC11500312-9	Salivary Secretion	2
PMC11500312-9	Kaposi Sarcoma-Associated Herpesvirus Infection	3
PMC11500312-9	Parathyroid Hormone Synthesis, Secretion And Action	2
PMC11500312-9	Long-Term Potentiation	2
PMC11500312-9	Acute Myeloid Leukemia	1
PMC11500312-9	Choline Metabolism In Cancer	1
PMC11500312-9	Hepatocellular Carcinoma	1
PMC11500312-9	Chagas Disease	3
PMC11500312-9	Melanoma	1
PMC11500312-9	Non-Small Cell Lung Cancer	1
PMC11500312-9	Gnrh Signaling Pathway	2
PMC11500312-9	Hepatitis B	3
PMC11500312-9	Gnrh Secretion	2
PMC11500312-9	Glioma	1
PMC11500312-9	Neurotrophin Signaling Pathway	1
PMC11500312-9	Fc Gamma R-Mediated Phagocytosis	3
PMC11500312-9	Prostate Cancer	1
PMC11500312-9	Th17 Cell Differentiation	3
PMC11500312-9	Growth Hormone Synthesis, Secretion And Action	2
PMC11500312-9	Regulation Of Lipolysis In Adipocytes	1
PMC11500312-9	Necroptosis	3
PMC11500312-9	Shigellosis	3
PMC11500312-10	Focal Adhesion	1
PMC11500312-10	Arrhythmogenic Right Ventricular Cardiomyopathy	2
PMC11500312-10	Dilated Cardiomyopathy	4
PMC11500312-10	Hypertrophic Cardiomyopathy	1
PMC11500312-10	Axon Guidance	2
PMC11500312-10	Mapk Signaling Pathway	1
PMC11500312-10	Ras Signaling Pathway	1
PMC11500312-10	Regulation Of Actin Cytoskeleton	1
PMC11500312-10	Cgmp-Pkg Signaling Pathway	2
PMC11500312-10	Calcium Signaling Pathway	2
PMC11500312-10	Pi3K-Akt Signaling Pathway	1
PMC11500312-10	Proteoglycans In Cancer	1
PMC11500312-10	Rap1 Signaling Pathway	1
PMC11500312-10	Adrenergic Signaling In Cardiomyocytes	2
PMC11500312-10	Oxytocin Signaling Pathway	2
PMC11500312-10	Egfr Tyrosine Kinase Inhibitor Resistance	1
PMC11500312-10	Vascular Smooth Muscle Contraction	1
PMC11500312-10	Wnt Signaling Pathway	1
PMC11500312-10	Hippo Signaling Pathway	1
PMC11500312-10	Prostate Cancer	1
PMC11500312-10	Insulin Resistance	3
PMC11500312-10	Melanogenesis	1
PMC11500312-10	Hepatocellular Carcinoma	1
PMC11500312-10	Phosphatidylinositol Signaling System	1
PMC11500312-10	Circadian Entrainment	2
PMC11500312-10	Ecm-Receptor Interaction	1
PMC11500312-10	Phospholipase D Signaling Pathway	1
PMC11500312-10	Morphine Addiction	2
PMC11500312-10	Hippo Signaling Pathway - Multiple Species	1
PMC11500312-10	Aldosterone Synthesis And Secretion	3
PMC11500312-10	Gastric Cancer	1
PMC11500312-10	Apelin Signaling Pathway	1
PMC11500312-10	Human Papillomavirus Infection	4
PMC11500312-10	Adherens Junction	1
PMC11500312-10	Glutamatergic Synapse	2
PMC11500312-10	Cardiac Muscle Contraction	2
PMC11500312-10	Gap Junction	1
PMC11500312-10	Camp Signaling Pathway	2
PMC11500312-10	Age-Rage Signaling Pathway In Diabetic Complications	4
PMC11500312-10	Thyroid Hormone Signaling Pathway	1
PMC11500312-10	Melanoma	1
PMC11500312-10	Basal Cell Carcinoma	1
PMC11500312-10	Dopaminergic Synapse	2
PMC11500312-10	Cholinergic Synapse	2
PMC11500312-10	Platelet Activation	1
PMC11500312-10	Breast Cancer	1
PMC11500312-10	Gastric Acid Secretion	2
PMC11500312-10	Kaposi Sarcoma-Associated Herpesvirus Infection	1
PMC11500312-10	Choline Metabolism In Cancer	3
PMC11500312-10	Adipocytokine Signaling Pathway	3
PMC11500312-10	Gabaergic Synapse	2
PMC11500312-10	Alcoholic Liver Disease	3
PMC11500312-10	Jak-Stat Signaling Pathway	4
PMC11500312-10	Cushing Syndrome	3
PMC11500312-10	Chagas Disease	4
PMC11500312-10	Endocrine And Other Factor-Regulated Calcium Reabsorption	3
PMC11500312-10	Tight Junction	3
PMC11500312-10	Necroptosis	4
PMC11500312-10	Leukocyte Transendothelial Migration	1
PMC11500312-10	Parathyroid Hormone Synthesis, Secretion And Action	3
PMC11500312-10	Hepatitis B	4
PMC11370013	Prostate Gland Development	1
PMC11370013	Embryonic Skeletal System Morphogenesis	1
PMC11370013	Pattern Specification Process	1
PMC11370013	Embryonic Skeletal System Development	1
PMC11370013	Response To Testosterone	2
PMC11370013	Regionalization	1
PMC11370013	Anterior/Posterior Pattern Specification	1
PMC11370013	Regulation Of Systemic Arterial Blood Pressure	3
PMC11370013	Skeletal System Morphogenesis	1
PMC11370013	Regulation Of Blood Pressure	3
PMC11370013	Gland Development	1
PMC11370013	Response To Ketone	3
PMC11370013	Urogenital System Development	1
PMC11370013	Proximal/Distal Pattern Formation	1
PMC11370013	Positive Regulation Of Animal Organ Morphogenesis	1
PMC11370013	Hormone Receptor Binding	2
PMC11370013	Dna-Binding Transcription Activator Activity, Rna Polymerase Ii-Specific	2
PMC11370013	Dna-Binding Transcription Activator Activity	2
PMC11370013	Iron Ion Binding	3
PMC11370013	Acetylcholine Receptor Binding	2
PMC11370013	Monooxygenase Activity	3
PMC11370013	Serine-Type Endopeptidase Activity	3
PMC11370013	Prolactin Signaling Pathway	2
PMC11370013	Growth Hormone Synthesis, Secretion And Action	2
PMC11370013	Il-17 Signaling Pathway	4
PMC11350455	Hypoxia	1
PMC11350455	Interferon Alpha Response	2
PMC11350455	Interferon Gamma Response	2
PMC11350455	Epithelial Mesenchymal Transition	3
PMC11350455	Allograft Rejection	2
PMC11350455	Mtorc1 Signaling	1
PMC11350455	Glycolysis	1
PMC11350455	Oxidative Phosphorylation	1
PMC11350455	Fatty Acid Metabolism	1
PMC11352921	Nervous System Development	1
PMC11352921	Forebrain Development	1
PMC11352921	Regulation Of Signal Transduction	2
PMC11352921	Synaptic Signaling	1
PMC11352921	Gliogenesis	1
PMC11352921	Animal Organ Development	1
PMC11352921	Skeletal System Development	1
PMC11352921	Cardiovascular System Development	1
PMC11352921	Anterior-Posterior Pattern Specification	1
PMC11352921	Cell Motility	2
PMC11285963-1	T Cell Activation	1
PMC11285963-1	Neutrophil Degranulation	1
PMC11285963-1	Neutrophil Activation	1
PMC11285963-1	Lymphocyte Differentiation	1
PMC11285963-1	Leukocyte Proliferation	1
PMC11285963-1	Leukocyte Cell-Cell Adhesion	2
PMC11285963-1	Regulation Of T Cell Activation	1
PMC11285963-1	Lymphocyte Proliferation	1
PMC11285963-1	Regulation Of Leukocyte Proliferation	1
PMC11285963-1	Regulation Of Chemotaxis	1
PMC11285963-1	Regulation Of Lymphocyte Proliferation	1
PMC11285963-1	Regulation Of T Cell Proliferation	1
PMC11285963-1	Positive Regulation Of Leukocyte Migration	2
PMC11285963-2	Pi3K-Akt Signaling Pathway	1
PMC11285963-2	Cytokine-Cytokine Receptor Interaction	2
PMC11285963-2	Mapk Signaling Pathway	1
PMC11285963-2	Human T-Cell Leukemia Virus 1 Infection	2
PMC11285963-2	Leukocyte Transendothelial Migration	2
PMC11285963-2	Cytokine And Cytokine Receptor	2
PMC11285963-2	Complement And Coagulation Cascades	2
PMC11285963-2	Hif-1 Signaling Pathway	3
PMC11285963-2	Primary Immunodeficiency	2
PMC11434218-1	Cytokine-Cytokine Receptor Interaction	1
PMC11434218-1	Pi3K-Akt Signaling Pathway	2
PMC11434218-1	Mapk Signaling Pathway	2
PMC11434218-1	Age-Rage Signaling Pathway In Diabetic Complications	1
PMC11434218-1	Pathways In Cancer	2
PMC11434218-1	Erbb Signaling Pathway	1
PMC11434218-1	Inflammatory Mediator Regulation Of Trp Channels	3
PMC11434218-1	Calcium Signaling Pathway	1
PMC11434218-1	Ecm-Receptor Interaction	1
PMC11434218-1	Axon Guidance	1
PMC11434218-1	Amoebiasis	2
PMC11434218-1	Rheumatoid Arthritis	2
PMC11434218-1	Lipid And Atherosclerosis	3
